,offer_accepted,reward,mailer_type,income_level,bank_accounts_open,overdraft_protection,credit_rating,credit_cards_held,homes_owned,household_size,own_home,avg_balance,q1_balance,q2_balance,q3_balance,q4_balance
12913,No,Points,Letter,Medium,One,No,High,Two,Two,Four,Yes,1197,266,1401,2077,1044
12914,No,Air Miles,Letter,Medium,One,No,High,Two,One,Four,Yes,1321,713,1717,1913,942
12915,No,Air Miles,Postcard,Medium,Two,No,High,One,One,Four,No,1047,1739,1488,736,227
12916,No,Cash Back,Postcard,Low,One,No,Medium,Three,Two,Three,No,222,225,276,382,7
12917,No,Cash Back,Letter,High,Three,No,Low,One,One,Four,Yes,961,1829,1102,865,50
12918,No,Air Miles,Postcard,Low,One,No,Low,Two,One,Five,Yes,1004,1824,1007,731,456
12919,No,Cash Back,Letter,Medium,One,No,Low,Two,One,Four,No,1182,571,1671,1468,1021
12920,No,Points,Letter,Medium,Two,No,Low,Two,Two,Two,Yes,1345,1740,1672,940,1030
12921,Yes,Points,Letter,Medium,One,No,High,Two,One,Two,Yes,1118,128,1631,1694,1021
12922,No,Air Miles,Postcard,Medium,Two,Yes,Low,Two,One,Two,No,1434,1463,1421,1951,901
12923,No,Points,Letter,Medium,One,No,Medium,One,One,Five,Yes,1542,1298,1786,1249,1836
12924,No,Air Miles,Letter,Medium,One,No,Low,One,One,Four,Yes,962,43,622,1524,1661
12925,No,Air Miles,Postcard,Medium,One,No,High,Two,One,Six,No,1054,162,866,1977,1213
12926,No,Points,Postcard,Medium,Two,No,Medium,One,One,Three,No,875,922,779,970,831
12927,No,Air Miles,Letter,Medium,One,No,High,One,One,Three,Yes,627,554,503,936,515
12928,No,Air Miles,Letter,Medium,One,No,High,Two,One,Two,Yes,259,71,241,227,498
12929,No,Points,Letter,Medium,One,No,Low,Two,One,Four,Yes,933,1765,1186,565,217
12930,No,Points,Postcard,Medium,Two,Yes,Medium,Three,One,Two,Yes,1043,336,793,1496,1549
12931,No,Cash Back,Letter,High,Two,No,Low,One,One,Two,Yes,1046,154,1109,2093,830
12932,No,Air Miles,Letter,Medium,One,No,High,Two,Two,Two,Yes,789,699,889,943,626
12933,No,Cash Back,Letter,Medium,One,No,Low,Two,One,Six,No,591,631,540,521,675
12934,No,Cash Back,Letter,Medium,Two,Yes,Medium,Three,One,Five,Yes,236,267,305,83,290
12935,No,Points,Postcard,High,One,Yes,Medium,Two,One,Two,Yes,205,412,269,119,23
12936,No,Air Miles,Letter,Medium,One,No,Low,Two,One,Three,Yes,741,522,795,971,679
12937,No,Points,Letter,Low,One,No,Low,One,One,Three,No,1095,202,992,1511,1676
12938,No,Cash Back,Letter,High,One,Yes,Low,Two,One,Four,No,1156,627,1755,1473,772
12939,No,Cash Back,Postcard,Medium,One,No,Medium,One,One,Three,Yes,1142,69,804,2068,1629
12940,No,Cash Back,Letter,High,One,No,Low,Three,One,Six,No,1275,523,1788,1947,845
12941,No,Air Miles,Postcard,Medium,One,No,Low,Two,Two,Three,No,198,101,259,230,203
12942,No,Cash Back,Postcard,Medium,Two,Yes,High,Two,One,Two,No,946,174,1140,1727,746
12943,No,Points,Letter,Medium,One,No,Medium,Two,Two,Four,Yes,205,462,51,104,205
12945,Yes,Points,Postcard,Low,One,No,Low,Three,Two,Four,Yes,1165,883,969,1868,941
12946,Yes,Points,Letter,Low,One,No,High,Three,Two,Three,Yes,1016,1319,1765,420,562
12947,Yes,Air Miles,Postcard,Medium,One,No,Medium,Three,One,Four,No,978,1496,588,1031,798
12948,No,Air Miles,Postcard,Medium,One,No,Low,Four,Two,Four,Yes,1098,1874,1710,753,57
12949,No,Cash Back,Postcard,High,One,No,Low,Two,One,Four,Yes,1341,992,1728,2085,562
12950,No,Cash Back,Letter,Medium,Three,No,Low,Two,One,Two,Yes,1204,331,883,1871,1732
12951,No,Air Miles,Postcard,Medium,One,Yes,High,Three,One,Two,No,864,945,933,961,617
12952,No,Cash Back,Postcard,Medium,One,No,Medium,Two,One,Two,No,996,70,867,1803,1247
12953,Yes,Points,Postcard,Low,One,No,Low,Two,One,Five,No,1178,574,1346,1393,1399
12954,No,Air Miles,Postcard,Medium,One,No,Medium,Two,One,Four,Yes,989,136,1637,1341,842
12955,No,Cash Back,Postcard,Medium,One,No,High,Two,One,Four,No,988,1646,1489,563,254
12956,No,Points,Postcard,High,One,No,Low,Two,Three,Four,No,1137,311,1184,1362,1693
12957,No,Air Miles,Postcard,Medium,One,No,Low,One,Two,Four,Yes,1301,251,1545,1992,1417
12958,No,Points,Postcard,Medium,One,No,High,Three,One,Three,Yes,1345,2196,1491,921,774
12959,No,Cash Back,Letter,High,One,No,Low,One,One,Five,Yes,983,1869,1409,540,114
12960,No,Points,Postcard,High,One,No,Medium,Four,One,Five,Yes,1246,746,1407,1474,1359
12961,No,Points,Letter,High,One,No,Low,Two,One,Four,Yes,977,1725,1414,558,214
12962,No,Points,Letter,Medium,One,No,Low,Two,One,Two,No,1085,1949,1010,962,419
12963,No,Cash Back,Letter,High,One,No,Medium,Two,One,Four,No,1420,784,1152,1561,2186
12964,No,Cash Back,Letter,High,One,No,Medium,Two,Two,Three,Yes,1017,1096,1022,1275,678
12965,No,Points,Letter,Low,One,No,Medium,Three,One,Four,No,1106,706,1303,855,1561
12966,No,Air Miles,Letter,High,One,No,Medium,One,One,Three,Yes,1020,398,614,1763,1307
12967,No,Cash Back,Postcard,Medium,One,No,Low,Two,One,Four,Yes,979,1731,1151,578,456
12968,Yes,Air Miles,Postcard,Low,One,No,Medium,One,One,One,Yes,284,424,212,475,27
12969,No,Points,Postcard,Medium,One,No,Medium,Two,One,Four,Yes,186,54,492,6,193
12970,No,Air Miles,Postcard,High,One,No,Low,Two,One,Three,Yes,932,297,581,1366,1487
12971,No,Air Miles,Postcard,High,One,No,High,Three,One,Three,Yes,764,803,712,567,975
12972,No,Points,Postcard,Medium,One,No,High,One,One,Four,No,662,553,556,997,544
12973,No,Points,Postcard,Medium,One,No,High,Four,One,Four,Yes,1026,1997,1058,868,184
12974,No,Cash Back,Postcard,Medium,One,Yes,High,One,One,Two,Yes,289,332,157,391,279
12975,No,Air Miles,Postcard,Low,Two,Yes,Medium,Two,One,Three,Yes,1235,580,1091,1515,1757
12976,No,Cash Back,Postcard,Medium,One,Yes,Low,One,One,Three,No,754,851,724,814,629
12977,No,Air Miles,Letter,Medium,Two,No,Medium,One,One,Four,Yes,965,240,1344,1059,1218
12978,No,Points,Postcard,High,One,No,Low,Two,One,Four,No,1248,374,1595,2198,826
12979,No,Air Miles,Postcard,Medium,One,No,High,One,Two,Four,Yes,1035,731,784,1247,1381
12980,No,Cash Back,Letter,Medium,One,No,Medium,One,One,Four,Yes,1328,1051,1309,1084,1868
12981,No,Air Miles,Letter,Low,One,Yes,High,Two,One,Four,Yes,903,190,528,1403,1491
12982,No,Cash Back,Postcard,Medium,One,No,Medium,Two,One,Four,Yes,1037,185,1724,1621,621
12983,No,Air Miles,Postcard,High,Two,No,High,Two,Two,Four,Yes,980,914,646,1420,942
12984,No,Points,Postcard,Medium,One,No,High,One,One,Five,Yes,939,1769,1088,618,284
12985,No,Air Miles,Postcard,High,One,No,Low,Two,One,Three,Yes,1086,240,1617,1264,1225
12986,No,Cash Back,Letter,High,One,No,Medium,Two,One,Three,No,1178,814,1162,1585,1152
12987,Yes,Points,Postcard,Medium,One,No,Low,One,One,Three,No,743,233,525,1142,1072
12988,No,Cash Back,Postcard,Medium,One,No,Medium,One,One,Three,Yes,804,287,493,1230,1209
12989,No,Points,Letter,Low,One,No,Medium,Three,One,Four,Yes,137,17,355,31,147
12990,No,Air Miles,Letter,Medium,One,No,High,Three,One,Three,Yes,973,1752,1288,818,36
12991,No,Points,Postcard,Medium,One,No,Medium,Two,One,Three,No,1116,1920,1207,853,484
12992,No,Points,Postcard,Low,One,No,Low,Two,One,Five,Yes,1039,1785,1300,827,247
12993,Yes,Points,Letter,Medium,One,No,Low,Two,One,Three,Yes,1102,1206,1470,950,783
12994,No,Air Miles,Letter,Low,One,No,Low,Four,Two,Five,Yes,818,1215,855,1064,138
12995,No,Air Miles,Postcard,Medium,One,No,High,Two,One,Three,Yes,1236,57,1573,1928,1386
12996,No,Points,Postcard,Medium,Two,No,Medium,Two,One,Three,Yes,1124,881,669,1339,1607
12997,No,Air Miles,Postcard,High,One,No,Low,Two,One,Four,Yes,1165,250,1045,1626,1742
12998,No,Air Miles,Letter,High,One,Yes,Low,Three,One,Four,Yes,991,248,1358,1264,1095
12999,No,Cash Back,Letter,Low,Three,No,Medium,Two,One,One,No,721,891,520,800,676
13000,Yes,Air Miles,Postcard,Low,Two,No,Low,Two,One,Four,No,1070,1935,1242,826,278
13001,No,Points,Postcard,High,One,No,High,One,One,Four,No,291,381,417,132,237
13002,No,Cash Back,Postcard,High,One,Yes,High,Two,One,Four,Yes,154,122,229,216,51
13003,No,Cash Back,Postcard,Low,Two,No,High,One,One,Two,No,1222,822,1218,821,2030
13004,No,Points,Letter,High,One,No,Medium,Three,One,Three,Yes,963,1751,1333,552,219
13005,No,Air Miles,Letter,High,One,No,Low,Two,One,Three,No,752,508,962,716,824
13006,No,Points,Postcard,Medium,Two,No,Medium,One,Two,Three,Yes,989,575,647,971,1764
13007,No,Points,Letter,Medium,One,No,Low,One,One,Four,Yes,1033,1267,1695,558,612
13008,No,Air Miles,Letter,Low,One,No,Low,One,One,Three,Yes,1009,1778,1149,917,195
13009,No,Cash Back,Postcard,High,One,No,Low,Two,Two,Four,No,1162,600,536,1667,1845
13010,No,Cash Back,Letter,High,Three,No,Medium,Three,One,Four,No,1014,1376,1691,603,387
13011,No,Air Miles,Letter,High,Two,No,Low,Two,Two,Two,Yes,1095,1990,1290,913,190
13012,No,Cash Back,Postcard,Medium,One,No,Medium,Four,One,Two,Yes,1005,213,1316,1216,1276
13013,No,Air Miles,Postcard,Low,One,No,Low,Two,Two,Three,No,1376,918,1572,1692,1322
13014,No,Cash Back,Postcard,Medium,Two,No,High,Two,One,One,Yes,1376,2067,1494,1064,882
13015,No,Points,Postcard,High,One,No,Medium,Three,One,Two,No,859,269,535,1143,1492
13016,No,Cash Back,Postcard,Medium,Two,No,Low,One,Two,Five,Yes,977,1337,443,1081,1050
13017,No,Cash Back,Letter,Medium,One,No,Low,One,One,Three,Yes,1019,1503,1317,885,374
13018,No,Points,Postcard,Low,One,No,Low,Two,One,Three,Yes,937,253,927,2041,529
13019,No,Air Miles,Postcard,Medium,Two,No,Medium,One,One,Six,No,1411,304,1726,1926,1688
13020,No,Air Miles,Letter,Low,One,No,High,Three,One,Four,Yes,1010,1804,1322,518,397
13021,No,Air Miles,Postcard,High,One,No,Low,Two,One,Four,Yes,992,699,869,1629,774
13022,No,Cash Back,Letter,Low,One,No,High,One,One,Three,Yes,1691,880,1800,2298,1788
13023,No,Cash Back,Postcard,High,One,No,High,One,One,Three,Yes,650,690,768,621,523
13024,No,Points,Letter,High,Two,No,High,Two,One,Four,No,1069,1777,1276,790,433
13025,No,Points,Letter,Low,One,No,High,Two,One,Four,Yes,309,181,294,425,338
13026,No,Cash Back,Postcard,Medium,One,Yes,High,Two,One,Four,No,643,806,524,539,705
13027,No,Air Miles,Postcard,Medium,Two,No,Medium,Two,One,Two,Yes,1118,1276,526,1874,796
13028,No,Air Miles,Letter,Medium,One,No,Medium,One,One,Four,No,1124,1896,1196,949,456
13029,No,Points,Postcard,Low,One,No,Low,Two,One,Four,Yes,970,1733,1281,777,89
13030,No,Air Miles,Postcard,Low,One,No,High,Three,One,Two,No,1259,933,1747,1013,1344
13031,No,Cash Back,Postcard,Low,One,No,High,Two,One,Three,No,253,462,59,52,442
13032,No,Points,Letter,Low,One,No,Medium,One,One,Four,Yes,823,1144,749,977,423
13033,No,Points,Letter,Medium,One,Yes,Low,Two,One,Five,No,952,1548,1303,695,265
13034,No,Cash Back,Postcard,Low,One,No,High,Two,One,Four,Yes,220,255,167,15,443
13035,No,Points,Letter,High,One,No,Medium,One,One,Three,Yes,1079,123,1500,1541,1155
13036,No,Points,Postcard,Low,One,No,High,Two,One,Four,Yes,984,1825,1429,635,50
13037,No,Points,Letter,Medium,One,No,Medium,Two,One,Three,Yes,340,67,491,387,416
13038,No,Cash Back,Postcard,High,One,Yes,High,Two,Two,Four,No,1333,1835,1562,995,941
13039,No,Air Miles,Postcard,Medium,One,No,High,One,One,Five,Yes,845,725,799,873,983
13040,No,Cash Back,Postcard,Medium,One,No,High,Three,One,Three,Yes,952,1451,1704,595,61
13041,No,Air Miles,Letter,Medium,One,No,Low,One,One,One,No,1700,1651,1586,1565,1999
13042,No,Cash Back,Letter,Low,Two,No,Low,Two,One,Two,No,1042,572,754,1606,1239
13043,Yes,Points,Letter,Low,Two,Yes,Low,One,One,Five,No,1142,1868,1777,411,515
13044,No,Cash Back,Postcard,Medium,Two,No,Low,Two,One,Three,No,1074,636,1151,1999,511
13045,No,Air Miles,Letter,Medium,One,Yes,High,Two,One,Three,No,1009,805,1034,833,1365
13046,No,Cash Back,Postcard,High,One,Yes,High,Two,One,Three,Yes,1004,1751,1297,528,443
13047,No,Cash Back,Postcard,Low,Two,No,High,Two,One,Four,Yes,846,1601,1126,524,133
13048,No,Air Miles,Letter,Medium,One,No,High,One,Two,Two,Yes,238,400,300,166,86
13049,No,Air Miles,Postcard,High,One,No,High,One,One,Three,Yes,635,538,743,641,621
13050,No,Air Miles,Letter,Medium,One,No,Low,Two,Two,Five,Yes,990,322,858,1234,1548
13051,No,Air Miles,Letter,Low,Two,No,High,Two,Two,Four,Yes,803,961,639,710,902
13052,No,Air Miles,Postcard,Low,Two,No,Low,Two,One,Two,Yes,1313,1871,1437,917,1029
13053,No,Points,Letter,Medium,Two,Yes,Low,Three,One,Two,No,1133,1523,1723,835,451
13054,No,Cash Back,Postcard,Medium,One,No,High,One,One,Four,No,1206,1367,1853,974,631
13055,No,Cash Back,Letter,Low,Two,No,Medium,One,Two,Four,Yes,922,1526,1320,537,305
13056,No,Points,Letter,Low,One,No,Medium,Two,One,Two,No,1052,558,1037,1885,729
13057,No,Cash Back,Letter,Low,One,Yes,Low,Three,One,Three,Yes,885,493,759,1156,1133
13058,No,Cash Back,Letter,High,One,Yes,Low,Three,One,Three,Yes,1429,831,1762,2078,1045
13059,No,Points,Letter,Medium,Two,No,Medium,One,One,Two,Yes,1065,1254,1728,728,551
13060,No,Air Miles,Postcard,Low,Two,Yes,High,Four,One,Three,Yes,1040,1749,1234,486,692
13061,No,Air Miles,Postcard,Medium,One,No,Medium,One,One,Three,No,1128,437,1759,1894,422
13062,No,Cash Back,Letter,Low,Two,No,Medium,One,One,Three,No,792,640,739,869,923
13063,No,Cash Back,Postcard,Low,One,No,Medium,Two,Two,Two,Yes,1206,837,982,1705,1301
13064,No,Air Miles,Letter,High,One,No,High,Two,Two,Three,No,756,676,725,876,750
13065,No,Air Miles,Postcard,Medium,One,No,Medium,One,One,Five,Yes,147,166,90,153,179
13066,No,Air Miles,Letter,High,One,No,Low,Two,One,One,Yes,941,1684,1198,598,286
13067,No,Points,Letter,Low,One,No,Low,Two,One,Three,No,307,335,220,226,449
13068,No,Air Miles,Letter,Medium,Two,No,High,Two,One,Five,No,1020,704,817,1890,672
13069,No,Points,Postcard,Low,Two,No,Medium,One,Two,Three,No,1073,579,1497,1436,783
13070,No,Air Miles,Postcard,Medium,One,No,High,One,Two,Five,Yes,1152,258,931,1374,2045
13071,No,Air Miles,Letter,Medium,One,No,Medium,Three,One,Two,Yes,1298,1015,739,1716,1724
13072,No,Cash Back,Postcard,High,One,No,High,Three,One,Four,Yes,920,449,856,1715,660
13073,No,Points,Postcard,High,One,Yes,Medium,One,One,Two,No,994,952,705,1473,846
13074,Yes,Points,Letter,Medium,One,No,Medium,One,One,Five,Yes,359,387,326,249,477
13075,No,Air Miles,Postcard,High,One,No,High,Two,One,Three,Yes,219,280,275,147,176
13076,No,Points,Letter,Low,One,No,Low,Three,One,Four,Yes,1233,339,1075,2136,1383
13077,No,Air Miles,Postcard,Medium,One,No,High,Two,One,Three,Yes,1180,703,915,1716,1388
13078,No,Air Miles,Letter,Low,One,No,Medium,Three,One,Three,Yes,972,319,726,1557,1289
13079,No,Cash Back,Postcard,Low,One,No,Medium,Two,One,Four,Yes,194,248,224,243,61
13080,No,Cash Back,Postcard,Medium,One,No,High,Two,One,Four,No,1175,298,1396,969,2040
13081,No,Points,Letter,Medium,One,No,Medium,Two,One,One,No,897,239,969,1062,1320
13082,No,Cash Back,Postcard,Medium,One,No,High,Two,One,Four,No,1023,379,1452,1257,1006
13083,No,Air Miles,Postcard,High,One,No,Low,One,One,Six,Yes,791,804,828,734,801
13084,No,Air Miles,Postcard,Medium,One,No,Medium,Four,One,Two,No,1119,1971,1403,660,443
13085,No,Points,Letter,Medium,One,No,Low,Three,One,Five,Yes,152,176,411,12,11
13086,No,Points,Postcard,Medium,Two,Yes,High,One,One,Two,Yes,203,287,97,396,33
13087,No,Air Miles,Postcard,Low,One,No,Low,Two,One,Three,No,1100,140,486,1604,2172
13088,No,Cash Back,Postcard,High,One,No,Medium,One,One,Five,Yes,223,6,372,284,233
13089,No,Points,Postcard,Low,Two,No,Medium,Two,Two,Four,Yes,388,320,495,343,397
13090,No,Air Miles,Postcard,High,One,No,Medium,Two,One,Three,Yes,941,1603,1071,962,128
13091,No,Points,Postcard,Medium,Two,No,High,One,One,Five,Yes,1091,1921,1792,586,67
13092,No,Cash Back,Letter,Low,One,No,Medium,Two,One,Four,No,811,880,549,802,1016
13093,No,Cash Back,Postcard,Low,Two,No,Medium,One,One,Four,No,791,12,588,1634,931
13094,No,Air Miles,Letter,High,One,No,Medium,Two,One,Two,No,1251,730,1371,1234,1671
13095,No,Air Miles,Postcard,Medium,One,No,Medium,One,Two,Two,Yes,926,979,568,1676,484
13096,No,Air Miles,Postcard,Medium,One,No,Low,One,One,Four,Yes,952,2090,960,563,198
13097,Yes,Points,Postcard,Low,One,No,Low,Four,Two,Three,Yes,754,848,638,603,928
13098,No,Points,Letter,High,Two,No,Low,Two,One,Four,No,247,443,52,390,105
13099,No,Points,Postcard,High,One,No,Medium,Two,One,Three,Yes,896,1246,1214,632,493
13100,No,Points,Letter,High,One,Yes,Medium,Three,One,Five,No,828,748,747,974,843
13101,No,Air Miles,Postcard,Low,One,No,High,One,One,Five,No,149,33,5,111,447
13102,No,Points,Postcard,Medium,One,No,Medium,Three,One,Four,No,1054,782,1616,1282,538
13103,No,Points,Postcard,Medium,One,No,Medium,One,One,Four,Yes,1111,731,1096,1478,1140
13104,Yes,Points,Letter,Medium,One,No,Low,Two,One,Three,Yes,1433,2166,1524,993,1049
13105,No,Cash Back,Letter,Medium,One,No,High,Two,One,Three,Yes,1298,1486,1512,1182,1014
13106,No,Cash Back,Letter,Medium,One,No,Low,Three,One,Four,No,983,1633,1131,838,330
13107,No,Points,Letter,Low,One,No,Medium,One,One,Two,Yes,974,599,1119,1523,656
13108,No,Air Miles,Postcard,Medium,One,No,High,Two,One,Two,Yes,1100,1943,885,1336,238
13109,No,Cash Back,Postcard,Medium,One,No,Low,Two,One,Three,Yes,1099,1968,1405,673,352
13110,No,Points,Postcard,High,One,No,Medium,Three,One,Two,Yes,1070,1762,1529,842,148
13111,No,Cash Back,Postcard,Low,One,No,High,Two,One,Five,Yes,788,745,838,585,984
13112,No,Cash Back,Letter,High,Two,Yes,Low,One,One,Four,Yes,1467,987,1237,1478,2169
13113,No,Air Miles,Postcard,High,One,No,Low,Two,One,Four,Yes,982,1644,1039,786,462
13114,No,Points,Postcard,Medium,One,No,High,Two,One,Three,No,930,230,838,1285,1370
13115,No,Points,Letter,Medium,One,No,Medium,Two,One,Five,No,213,354,370,40,91
13116,No,Air Miles,Postcard,Medium,One,Yes,Medium,One,One,Three,Yes,803,964,768,653,827
13117,No,Air Miles,Postcard,Low,Two,No,Medium,Three,One,Five,Yes,909,1609,1166,835,27
13118,No,Air Miles,Postcard,Medium,One,No,Low,Three,One,Four,No,372,489,320,495,184
13119,No,Air Miles,Letter,Low,Two,No,Medium,One,One,Three,Yes,1045,92,896,1083,2112
13120,No,Cash Back,Postcard,Low,One,No,Medium,Two,One,One,Yes,958,538,628,1169,1498
13121,No,Air Miles,Postcard,Medium,One,No,Low,Two,One,Five,Yes,145,142,163,183,92
13122,No,Air Miles,Postcard,Medium,One,No,Low,Three,One,Five,Yes,1066,1884,1364,735,281
13123,No,Points,Postcard,Medium,Three,No,Low,Three,Two,Two,No,1180,845,1278,1603,994
13124,No,Cash Back,Postcard,Medium,One,No,Medium,Two,One,Two,No,1692,1694,1563,1816,1695
13125,No,Air Miles,Postcard,Medium,Two,Yes,Medium,Two,One,Three,Yes,1033,734,1120,1551,729
13126,No,Air Miles,Letter,Medium,One,Yes,Low,Two,One,Four,No,786,950,931,677,589
13127,No,Air Miles,Postcard,Medium,Two,No,High,One,One,Four,No,897,845,943,924,876
13128,No,Cash Back,Letter,Medium,Two,No,Low,Two,One,Five,Yes,1017,1790,1308,858,114
13129,No,Points,Postcard,Medium,One,No,High,Two,One,Two,No,758,949,632,854,597
13130,No,Air Miles,Letter,Medium,One,No,Low,Two,One,Three,Yes,843,1468,1012,594,299
13131,No,Points,Postcard,High,One,No,Low,Two,One,One,No,996,1414,1562,529,480
13132,No,Air Miles,Postcard,Low,One,No,High,Three,One,Four,Yes,778,804,529,898,882
13133,No,Cash Back,Postcard,Low,One,No,Low,One,One,Three,Yes,364,404,405,248,400
13134,No,Points,Postcard,Low,Two,Yes,Medium,One,One,Three,Yes,1279,2193,1621,916,386
13135,No,Air Miles,Letter,High,Two,Yes,Medium,One,Two,Five,No,1266,716,1267,986,2096
13136,No,Points,Letter,Low,One,No,Medium,Three,One,Three,No,1029,741,539,1743,1093
13137,Yes,Air Miles,Letter,Medium,Two,No,Low,One,Two,Three,Yes,976,210,1661,1526,510
13138,No,Points,Postcard,High,One,No,High,One,One,Three,Yes,324,412,427,420,40
13139,No,Points,Postcard,Medium,One,No,Low,Two,One,Four,No,1445,689,1747,1717,1628
13140,No,Points,Letter,Low,One,No,High,Two,One,Four,Yes,391,488,279,369,431
13141,No,Cash Back,Letter,High,One,Yes,Low,Two,One,Three,Yes,622,579,631,565,713
13142,No,Points,Postcard,Medium,One,No,Low,Two,One,Four,Yes,1046,2032,1097,507,551
13143,No,Points,Postcard,Low,One,No,Medium,Two,One,Six,Yes,1347,872,819,1770,1927
13144,No,Points,Letter,High,One,No,Low,One,One,Three,No,713,765,667,672,748
13145,No,Cash Back,Postcard,High,One,Yes,High,Three,One,Four,Yes,985,532,555,915,1938
13146,No,Cash Back,Letter,Medium,One,No,Medium,Two,One,Six,No,1148,1382,1567,794,850
13147,No,Cash Back,Letter,Medium,Two,No,High,Two,One,Two,No,1667,1544,1599,1824,1702
13148,No,Cash Back,Postcard,High,One,No,High,Two,One,Three,Yes,314,441,114,286,417
13149,No,Air Miles,Letter,Low,One,No,Medium,Three,One,Three,Yes,248,467,3,221,303
13150,No,Points,Letter,Low,One,No,High,Two,Two,Four,Yes,853,149,512,1361,1393
13151,No,Air Miles,Letter,High,One,No,High,One,One,Four,Yes,896,485,845,1082,1174
13152,No,Cash Back,Postcard,Medium,One,No,High,One,One,Four,No,636,821,559,567,599
13153,No,Cash Back,Letter,Low,Three,Yes,Low,Two,One,Two,Yes,1180,1645,1477,1215,383
13154,No,Points,Postcard,Medium,One,No,Low,One,One,One,Yes,1640,1586,1621,1818,1538
13155,No,Points,Letter,Medium,One,No,Low,One,One,Four,No,253,60,308,423,224
13156,No,Air Miles,Letter,Medium,One,No,Low,One,One,Four,Yes,636,503,543,779,720
13157,No,Points,Letter,Low,Two,No,Medium,One,One,Four,Yes,1076,833,623,1542,1308
13158,No,Cash Back,Postcard,Medium,One,No,Low,Two,Three,Three,Yes,75,214,22,4,61
13159,No,Air Miles,Postcard,High,One,No,Low,Two,One,Three,Yes,1087,1617,1656,648,430
13160,No,Points,Letter,Medium,One,No,High,One,One,Two,No,1079,442,1351,947,1578
13161,No,Points,Letter,Low,One,No,High,Two,One,Five,Yes,1276,611,1740,2191,562
13162,No,Air Miles,Postcard,Medium,Two,No,Low,Two,One,Two,No,1091,1710,916,996,744
13163,No,Points,Letter,High,One,No,Low,One,Two,Three,Yes,1712,1854,1710,1747,1538
13164,No,Cash Back,Letter,High,One,No,High,One,One,Four,Yes,1156,1359,1383,864,1020
13165,No,Air Miles,Letter,High,One,Yes,Medium,Three,Three,Four,No,1140,824,882,824,2033
13166,No,Cash Back,Postcard,Low,Two,No,Low,Two,One,Three,Yes,711,881,607,744,613
13167,No,Cash Back,Letter,Medium,One,No,High,Two,One,Five,Yes,388,372,477,482,222
13168,No,Points,Postcard,Medium,One,No,High,Two,One,Four,Yes,1024,398,1503,1528,667
